2.8264  MSE 26360.6113, SSIM 0.0101
30 162.3389  MSE 20418.2139, SSIM -0.0151
40 156.7032  MSE 20285.5947, SSIM 0.0106
50 153.9176  MSE 20693.0020, SSIM -0.0010
60 151.5980  MSE 20068.3408, SSIM 0.0190
70 150.4934  MSE 20384.4062, SSIM 0.0196
80 149.5921  MSE 20202.7891, SSIM 0.0075
90 148.8677  MSE 20159.7275, SSIM 0.0098
100 148.3913  MSE 20618.1543, SSIM 0.0153
110 148.0158  MSE 20588.3848, SSIM 0.0110
120 147.7033  MSE 20542.1953, SSIM -0.0013
130 147.4259  MSE 20063.9795, SSIM -0.0080
140 147.1706  MSE 20003.4619, SSIM 0.0188
150 146.9687  MSE 20558.3076, SSIM 0.0156
160 146.7767  MSE 20921.6846, SSIM 0.0019
170 146.6294  MSE 21203.4912, SSIM 0.0061
180 146.4618  MSE 20403.6045, SSIM 0.0073
190 146.2962  MSE 20598.5391, SSIM -0.0001
0 27.1135  MSE 27200.1123, SSIM 0.0059
10 6.4334  MSE 27331.8369, SSIM 0.0123
20 4.0689  MSE 27426.6416, SSIM 0.0190
30 3.0724  MSE 28408.6797, SSIM 0.0058
40 572.4140  MSE 29157.6416, SSIM 0.0007
50 572.4140  MSE 29157.6416, SSIM 0.0007
60 572.4140  MSE 29157.6416, SSIM 0.0007
70 572.4140  MSE 29157.6416, SSIM 0.0007
80 572.4140  MSE 29157.6416, SSIM 0.0007
90 572.4140  MSE 29157.6416, SSIM 0.0007
100 572.4140  MSE 29157.6416, SSIM 0.0007
110 572.4140  MSE 29157.6416, SSIM 0.0007
120 572.4140  MSE 29157.6416, SSIM 0.0007
130 572.4140  MSE 29157.6416, SSIM 0.0007
140 572.4140  MSE 29157.6416, SSIM 0.0007
150 572.4140  MSE 29157.6416, SSIM 0.0007
160 572.4140  MSE 29157.6416, SSIM 0.0007
170 572.4140  MSE 29157.6416, SSIM 0.0007
180 572.4140  MSE 29157.6416, SSIM 0.0007
190 572.4140  MSE 29157.6416, SSIM 0.0007
0 198.4919  MSE 28039.3672, SSIM 0.0015
10 161.0602  MSE 28655.9414, SSIM 0.0096
20 157.2135  MSE 28399.2803, SSIM -0.0097
30 156.2513  MSE 28232.9463, SSIM 0.0114
40 155.4126  MSE 27914.6699, SSIM 0.0043
50 154.7659  MSE 28315.8164, SSIM -0.0082
60 154.2758  MSE 28417.8467, SSIM -0.0240
70 153.7781  MSE 28169.9209, SSIM 0.0012
80 153.2799  MSE 28393.0244, SSIM -0.0004
90 152.8605  MSE 28280.6240, SSIM -0.0033
100 152.5623  MSE 27978.5938, SSIM -0.0011
110 152.1877  MSE 28526.8809, SSIM 0.0156
120 151.8774  MSE 28270.8906, SSIM 0.0051
130 151.5934  MSE 27760.1631, SSIM 0.0244
140 151.3382  MSE 27953.1582, SSIM 0.0122
150 151.1163  MSE 27928.0537, SSIM 0.0019
160 150.9039  MSE 28243.1758, SSIM -0.0084
170 150.6959  MSE 27788.5039, SSIM 0.0151
180 150.4419  MSE 28801.1338, SSIM 0.0042
190 150.2760  MSE 28835.5947, SSIM -0.0122
0 35.6656  MSE 28360.5273, SSIM -0.0018
10 4.3504  MSE 27731.0879, SSIM 0.0054
20 2.2816  MSE 27052.3252, SSIM 0.0177
30 1.3881  MSE 27705.2412, SSIM -0.0100
40 0.9299  MSE 26823.8213, SSIM 0.0114
50 0.6944  MSE 26785.5674, SSIM 0.0083
60 0.5782  MSE 26744.2510, SSIM 0.0111
70 0.5047  MSE 27448.0850, SSIM 0.0005
80 0.4646  MSE 26561.0732, SSIM 0.0101
90 0.4389  MSE 25300.6035, SSIM 0.0370
100 0.4246  MSE 25135.9502, SSIM 0.0386
110 0.4155  MSE 24868.8057, SSIM 0.0354
120 0.4099  MSE 24204.0898, SSIM 0.0433
130 0.4061  MSE 24288.9775, SSIM 0.0386
140 0.4036  MSE 23973.8379, SSIM 0.0351
150 0.4021  MSE 24251.1641, SSIM 0.0392
160 0.4014  MSE 24643.8066, SSIM 0.0482
170 0.4004  MSE 25203.6465, SSIM 0.0433
180 0.3998  MSE 24971.1719, SSIM 0.0494
190 0.3994  MSE 25836.5879, SSIM 0.0349
0 384.0039  MSE 26854.5830, SSIM 0.0331
10 183.0983  MSE 28218.4424, SSIM -0.0002
20 181.3060  MSE 27951.7383, SSIM -0.0041
30 180.7378  MSE 27636.8750, SSIM -0.0071
40 574.3718  MSE 24239.6582, SSIM 0.0084
50 574.3718  MSE 24239.6582, SSIM 0.0084
60 574.3718  MSE 24239.6582, SSIM 0.0084
70 574.3718  MSE 24239.6582, SSIM 0.0084
80 574.3718  MSE 24239.6582, SSIM 0.0084
90 574.3718  MSE 24239.6582, SSIM 0.0084
100 574.3718  MSE 24239.6582, SSIM 0.0084
110 574.3718  MSE 24239.6582, SSIM 0.0084
120 574.3718  MSE 24239.6582, SSIM 0.0084
130 574.3718  MSE 24239.6582, SSIM 0.0084
140 574.3718  MSE 24239.6582, SSIM 0.0084
150 574.3718  MSE 24239.6582, SSIM 0.0084
160 574.3718  MSE 24239.6582, SSIM 0.0084
170 574.3718  MSE 24239.6582, SSIM 0.0084
180 574.3718  MSE 24239.6582, SSIM 0.0084
190 574.3718  MSE 24239.6582, SSIM 0.0084
0 91.2761  MSE 25716.1836, SSIM 0.0095
10 13.0456  MSE 25187.4580, SSIM 0.0058
20 6.4596  MSE 25512.9307, SSIM 0.0115
30 3.4684  MSE 26090.7754, SSIM -0.0132
40 1.9367  MSE 24866.2725, SSIM 0.0394
50 1.0555  MSE 25970.1426, SSIM 0.0156
60 0.5837  MSE 25191.4297, SSIM 0.0120
70 0.2890  MSE 25593.5264, SSIM 0.0081
80 0.1323  MSE 25011.8477, SSIM 0.0294
90 0.0602  MSE 22372.9697, SSIM 0.0638
100 0.0292  MSE 19982.8340, SSIM 0.1086
110 0.0149  MSE 15901.0830, SSIM 0.2285
120 0.0080  MSE 12020.1562, SSIM 0.3437
130 0.0043  MSE 8344.9072, SSIM 0.4815
140 0.0025  MSE 5671.8916, SSIM 0.6166
150 0.0014  MSE 3897.7441, SSIM 0.7159
160 0.0008  MSE 2753.3691, SSIM 0.7871
170 0.0005  MSE 1933.2139, SSIM 0.8497
180 0.0003  MSE 1222.2988, SSIM 0.9012
190 0.0002  MSE 863.3506, SSIM 0.9264
0 252.7723  MSE 26202.0996, SSIM -0.0044
10 164.2482  MSE 25510.3154, SSIM 0.0088
20 156.7212  MSE 25634.0801, SSIM 0.0145
30 153.8122  MSE 25673.3232, SSIM 0.0187
40 151.6481  MSE 26401.8350, SSIM 0.0027
50 149.9555  MSE 26075.8105, SSIM 0.0114
60 148.7702  MSE 26077.4980, SSIM -0.0068
70 147.7744  MSE 26520.9609, SSIM 0.0038
80 147.1169  MSE 25959.3135, SSIM -0.0183
90 146.5261  MSE 25307.0771, SSIM 0.0166
100 146.1382  MSE 26076.1650, SSIM 0.0249
110 145.8043  MSE 25997.8457, SSIM -0.0007
120 145.5097  MSE 25252.7422, SSIM 0.0324
130 145.2790  MSE 24996.2676, SSIM 0.0340
140 145.0717  MSE 25667.2383, SSIM 0.0056
150 144.9115  MSE 26141.2578, SSIM 0.0209
160 144.7295  MSE 25432.6777, SSIM 0.0061
170 144.5482  MSE 25785.6523, SSIM 0.0040
180 144.3658  MSE 24600.5723, SSIM 0.0190
190 144.2168  MSE 25649.1328, SSIM 0.0074
0 47.3164  MSE 38707.8340, SSIM -0.0097
10 15.7565  MSE 38426.3584, SSIM 0.0019
20 11.9864  MSE 37411.4922, SSIM 0.0413
30 10.3752  MSE 38744.9600, SSIM -0.0152
40 8.6801  MSE 38627.1357, SSIM -0.0142
50 7.2725  MSE 37852.4316, SSIM 0.0301
60 5.5848  MSE 37568.2021, SSIM 0.0106
70 4.3473  MSE 39303.5273, SSIM 0.0033
80 3.4184  MSE 37433.0801, SSIM -0.0097
90 2.8369  MSE 39205.7471, SSIM 0.0289
100 2.4229  MSE 39032.6025, SSIM 0.0035
110 2.1253  MSE 38939.4941, SSIM -0.0136
120 1.8941  MSE 39409.7324, SSIM -0.0211
130 1.7162  MSE 39083.3779, SSIM 0.0020
140 1.5582  MSE 38145.8350, SSIM 0.0047
150 1.4439  MSE 39677.7988, SSIM -0.0065
160 1.3405  MSE 38473.4277, SSIM -0.0131
170 1.2582  MSE 38940.2900, SSIM -0.0108
180 1.1857  MSE 39170.4297, SSIM -0.0106
190 1.1331  MSE 39303.8428, SSIM -0.0011
0 399.6371  MSE 40811.9316, SSIM -0.0233
10 252.7565  MSE 39330.7266, SSIM 0.0058
20 220.4453  MSE 37469.9482, SSIM 0.0277
30 552.7091  MSE 39205.7646, SSIM 0.0253
40 552.7091  MSE 39345.7051, SSIM 0.0243
50 552.7091  MSE 39281.0078, SSIM 0.0183
60 552.7091  MSE 39380.9453, SSIM 0.0155
70 552.7091  MSE 39052.1240, SSIM 0.0188
80 552.7091  MSE 38908.3643, SSIM 0.0242
90 552.7091  MSE 38908.5273, SSIM 0.0242
100 552.7091  MSE 38907.5479, SSIM 0.0242
110 552.7091  MSE 38907.1094, SSIM 0.0242
120 552.7091  MSE 38907.1094, SSIM 0.0242
130 552.7091  MSE 38907.1094, SSIM 0.0242
140 552.7091  MSE 38907.1094, SSIM 0.0242
150 552.7091  MSE 38907.1094, SSIM 0.0242
160 552.7091  MSE 38907.1094, SSIM 0.0242
170 552.7091  MSE 38907.3232, SSIM 0.0242
180 552.7091  MSE 38907.3232, SSIM 0.0242
190 552.7091  MSE 38907.3232, SSIM 0.0242
0 169.7070  MSE 20368.8242, SSIM 0.0010
10 13.8589  MSE 21776.2119, SSIM -0.0063
20 6.1921  MSE 20550.9082, SSIM 0.0047
30 2.7787  MSE 19866.0303, SSIM 0.0266
40 1.3293  MSE 20316.0830, SSIM 0.0249
50 0.7043  MSE 20300.1123, SSIM 0.0157
60 0.3466  MSE 20139.5117, SSIM 0.0122
70 0.1518  MSE 18589.6289, SSIM 0.0404
80 0.0702  MSE 16064.9277, SSIM 0.0743
90 0.0363  MSE 13776.7949, SSIM 0.1189
100 0.0200  MSE 11584.5752, SSIM 0.1774
110 0.0121  MSE 9340.6797, SSIM 0.2557
120 0.0075  MSE 7459.2197, SSIM 0.3412
130 0.0047  MSE 5579.1973, SSIM 0.4515
140 0.0031  MSE 4240.9395, SSIM 0.5304
150 0.0020  MSE 3207.1787, SSIM 0.6089
160 0.0013  MSE 2346.1934, SSIM 0.6949
170 0.0009  MSE 1932.4688, SSIM 0.7473
180 0.0006  MSE 1589.5020, SSIM 0.7894
190 0.0004  MSE 1307.9697, SSIM 0.8225
0 298.9484  MSE 20529.6562, SSIM 0.0141
10 158.2243  MSE 20086.3428, SSIM 0.0163
20 151.4320  MSE 20860.2324, SSIM 0.0102
30 148.7960  MSE 20994.0400, SSIM -0.0082
40 147.6766  MSE 20958.7158, SSIM -0.0028
50 146.9448  MSE 21146.3467, SSIM -0.0030
60 146.4672  MSE 20864.2529, SSIM 0.0141
70 146.1246  MSE 20990.5361, SSIM 0.0035
80 145.4032  MSE 20306.6006, SSIM -0.0012
90 145.0408  MSE 20260.3936, SSIM 0.0077
100 144.7353  MSE 20329.6807, SSIM 0.0122
110 144.4725  MSE 20572.8477, SSIM -0.0052
120 144.2605  MSE 20535.6738, SSIM 0.0090
130 143.4633  MSE 20355.7441, SSIM 0.0093
140 143.1086  MSE 19940.2275, SSIM 0.0141
150 142.8219  MSE 20520.8662, SSIM 0.0066
160 142.5020  MSE 19475.5938, SSIM 0.0319
170 142.2903  MSE 20520.9121, SSIM 0.0030
180 142.1295  MSE 21358.1035, SSIM -0.0115
190 141.9692  MSE 20545.8213, SSIM 0.0138
0 58.3697  MSE 27203.4238, SSIM 0.0272
10 6.3486  MSE 28703.0420, SSIM 0.0000
20 2.5277  MSE 28832.9150, SSIM -0.0018
30 0.8486  MSE 27916.2529, SSIM 0.0056
40 0.3266  MSE 27180.2334, SSIM 0.0149
50 0.1320  MSE 24135.2676, SSIM 0.0690
60 0.0586  MSE 21677.5684, SSIM 0.0924
70 0.0288  MSE 18672.8359, SSIM 0.1507
80 0.0139  MSE 15113.2842, SSIM 0.2384
90 0.0075  MSE 11922.8643, SSIM 0.3382
100 0.0044  MSE 9127.8770, SSIM 0.4590
110 0.0027  MSE 7283.7021, SSIM 0.5672
120 0.0017  MSE 6023.8086, SSIM 0.6440
130 0.0011  MSE 5283.5352, SSIM 0.6885
140 0.0007  MSE 4364.8955, SSIM 0.7408
150 0.0005  MSE 3411.6338, SSIM 0.7991
160 0.0004  MSE 3037.6162, SSIM 0.8268
170 0.0003  MSE 2558.6758, SSIM 0.8585
180 0.0002  MSE 1940.4629, SSIM 0.8926
190 0.0001  MSE 1524.7236, SSIM 0.9093
0 265.3047  MSE 27364.2207, SSIM -0.0129
10 160.1051  MSE 27907.7930, SSIM 0.0112
20 154.1052  MSE 28115.5566, SSIM -0.0089
30 151.8224  MSE 27901.5615, SSIM 0.0226
40 149.9975  MSE 28020.6543, SSIM 0.0208
50 148.8599  MSE 26602.7051, SSIM 0.0457
60 148.2952  MSE 27277.1455, SSIM 0.0110
70 147.7895  MSE 27849.3057, SSIM 0.0126
80 147.3192  MSE 28530.8994, SSIM 0.0005
90 146.9199  MSE 28008.4912, SSIM -0.0181
100 146.6009  MSE 27653.4492, SSIM 0.0125
110 146.2804  MSE 27552.5127, SSIM 0.0054
120 146.0071  MSE 26979.6914, SSIM 0.0175
130 145.7686  MSE 27257.0137, SSIM 0.0120
140 145.5924  MSE 28066.1768, SSIM 0.0056
150 145.3688  MSE 27703.6133, SSIM 0.0046
160 145.1514  MSE 27642.1680, SSIM -0.0031
170 144.9755  MSE 27987.3506, SSIM 0.0178
180 144.7936  MSE 27827.5293, SSIM -0.0047
190 144.6438  MSE 28794.3945, SSIM -0.0024
0 230.2863  MSE 20783.7656, SSIM 0.0208
10 108.3157  MSE 20920.9463, SSIM 0.0072
20 108.3157  MSE 20920.9463, SSIM 0.0072
30 108.3157  MSE 20920.9463, SSIM 0.0072
40 108.3157  MSE 20920.9463, SSIM 0.0072
50 108.3157  MSE 20920.9463, SSIM 0.0072
60 108.3157  MSE 20920.9463, SSIM 0.0072
70 108.3157  MSE 20920.9463, SSIM 0.0072
80 108.3157  MSE 20920.9463, SSIM 0.0072
90 108.3157  MSE 20920.9463, SSIM 0.0072
100 108.3157  MSE 20920.9463, SSIM 0.0072
110 108.3157  MSE 20920.9463, SSIM 0.0072
120 108.3157  MSE 20920.9463, SSIM 0.0072
130 108.3157  MSE 20920.9463, SSIM 0.0072
140 108.3157  MSE 20920.9463, SSIM 0.0072
150 108.3157  MSE 20920.9463, SSIM 0.0072
160 108.3157  MSE 20920.9463, SSIM 0.0072
170 108.3157  MSE 20920.9463, SSIM 0.0072
180 108.3157  MSE 20920.9463, SSIM 0.0072
190 108.3157  MSE 20920.9463, SSIM 0.0072
0 170.1986  MSE 20462.7910, SSIM 0.0376
10 150.6053  MSE 20384.8623, SSIM 0.0172
20 148.6613  MSE 21038.3574, SSIM 0.0036
30 148.2254  MSE 21812.9355, SSIM 0.0041
40 147.9903  MSE 20697.7021, SSIM 0.0014
50 147.8102  MSE 20582.6709, SSIM 0.0124
60 147.6220  MSE 20513.7520, SSIM 0.0206
70 147.4963  MSE 20280.4160, SSIM 0.0243
80 147.3662  MSE 21217.8633, SSIM 0.0100
90 147.2812  MSE 21117.6025, SSIM 0.0029
100 147.1982  MSE 20799.1123, SSIM 0.0062
110 147.0931  MSE 20854.4795, SSIM 0.0179
120 146.9537  MSE 20627.6045, SSIM 0.0196
130 146.8696  MSE 20969.0752, SSIM -0.0017
140 146.7657  MSE 20128.2188, SSIM 0.0197
150 146.6870  MSE 21468.5479, SSIM -0.0047
160 146.6118  MSE 20640.4951, SSIM 0.0182
170 146.5341  MSE 21112.9922, SSIM 0.0204
180 146.4592  MSE 20112.6562, SSIM 0.0122
190 146.3741  MSE 20535.7129, SSIM 0.0081
0 258.6022  MSE 24664.9150, SSIM 0.0166
10 25.0673  MSE 25304.7422, SSIM 0.0043
20 9.6876  MSE 25055.4697, SSIM -0.0067
30 5.0399  MSE 25420.8027, SSIM 0.0083
40 2.1696  MSE 25740.3516, SSIM 0.0059
50 1.0615  MSE 25246.1143, SSIM 0.0193
60 0.5206  MSE 24540.5811, SSIM 0.0308
70 0.2651  MSE 24469.4082, SSIM 0.0383
80 0.1366  MSE 23067.3193, SSIM 0.0620
90 0.0779  MSE 22047.9600, SSIM 0.1064
100 0.0456  MSE 20454.1680, SSIM 0.1529
110 0.0290  MSE 18964.4258, SSIM 0.2002
120 0.0190  MSE 17092.3477, SSIM 0.2366
130 0.0123  MSE 15795.0957, SSIM 0.2869
140 0.0085  MSE 13578.8330, SSIM 0.3486
150 0.0061  MSE 12031.3623, SSIM 0.4061
160 0.0043  MSE 10697.2471, SSIM 0.4483
170 0.0032  MSE 8920.6318, SSIM 0.5053
180 0.0024  MSE 7421.0723, SSIM 0.5683
190 0.0018  MSE 6123.6299, SSIM 0.6112
0 367.1032  MSE 25416.6982, SSIM 0.0158
10 171.3989  MSE 25499.0156, SSIM 0.0125
20 159.0169  MSE 26168.9014, SSIM 0.0009
30 154.0400  MSE 26067.7939, SSIM 0.0003
40 151.4847  MSE 25141.7822, SSIM 0.0273
50 149.8736  MSE 25321.7822, SSIM 0.0014
60 148.8765  MSE 25785.5889, SSIM 0.0097
70 148.1324  MSE 25918.9990, SSIM 0.0240
80 147.4983  MSE 25567.7236, SSIM 0.0090
90 147.0277  MSE 25272.6992, SSIM 0.0018
100 146.6373  MSE 25147.6260, SSIM 0.0265
110 146.3190  MSE 25463.1318, SSIM 0.0359
120 146.0049  MSE 26387.8818, SSIM -0.0063
130 145.7647  MSE 25204.1094, SSIM 0.0039
140 145.4879  MSE 25550.1865, SSIM 0.0195
150 145.2742  MSE 26329.3213, SSIM -0.0025
160 145.0831  MSE 26580.9434, SSIM 0.0023
170 144.9075  MSE 25479.4961, SSIM 0.0137
180 144.7313  MSE 25953.0869, SSIM 0.0003
190 144.5512  MSE 25682.8711, SSIM -0.0067
0 73.8835  MSE 26379.3818, SSIM 0.0179
10 9.1331  MSE 25675.5117, SSIM 0.0453
20 4.5927  MSE 27541.4570, SSIM -0.0085
30 2.8474  MSE 26831.4639, SSIM 0.0104
40 1.8038  MSE 26387.9824, SSIM -0.0060
50 1.2544  MSE 27098.9697, SSIM 0.0066
60 1.0064  MSE 26396.3945, SSIM 0.0186
70 0.3268  MSE 26151.6553, SSIM 0.0124
80 0.1537  MSE 25955.9482, SSIM 0.0219
90 0.0788  MSE 25385.9600, SSIM 0.0332
100 0.0440  MSE 23384.1309, SSIM 0.0612
110 0.0260  MSE 21425.4609, SSIM 0.0832
120 0.0153  MSE 18511.6045, SSIM 0.1436
130 0.0095  MSE 15957.3271, SSIM 0.2091
140 0.0059  MSE 13260.2988, SSIM 0.2900
150 0.0037  MSE 11368.2090, SSIM 0.3606
160 0.0024  MSE 9661.6338, SSIM 0.4345
170 0.0017  MSE 8338.4131, SSIM 0.5025
180 0.0012  MSE 7019.0078, SSIM 0.5647
190 0.0009  MSE 5837.9531, SSIM 0.6334
0 314.9146  MSE 27111.6680, SSIM 0.0014
10 161.1503  MSE 27050.9541, SSIM 0.0251
20 154.0996  MSE 26388.4521, SSIM 0.0184
30 151.8887  MSE 26933.4062, SSIM 0.0106
40 150.5706  MSE 26738.1211, SSIM 0.0139
50 149.6695  MSE 26859.6348, SSIM -0.0112
60 149.0013  MSE 26877.6084, SSIM 0.0211
70 148.5532  MSE 26943.0557, SSIM 0.0107
80 148.2329  MSE 26868.9756, SSIM 0.0165
90 147.9412  MSE 25826.0361, SSIM 0.0183
100 147.6612  MSE 27333.4229, SSIM 0.0206
110 147.4824  MSE 25799.5957, SSIM 0.0121
120 147.2387  MSE 27668.2090, SSIM -0.0200
130 147.0505  MSE 26562.9170, SSIM 0.0190
140 146.8796  MSE 26906.8701, SSIM 0.0039
150 146.6823  MSE 26117.8330, SSIM 0.0093
160 146.5003  MSE 27523.0752, SSIM -0.0173
170 146.3579  MSE 26452.0332, SSIM 0.0330
180 146.2610  MSE 26130.0254, SSIM 0.0357
190 146.1553  MSE 27682.7383, SSIM 0.0061
0 51.4344  MSE 41448.5186, SSIM 0.0168
10 6.4160  MSE 41945.0508, SSIM -0.0119
20 2.8103  MSE 41135.7910, SSIM 0.0251
30 1.1285  MSE 42213.2266, SSIM 0.0058
40 0.4913  MSE 41224.6055, SSIM 0.0207
50 0.1835  MSE 41109.5127, SSIM 0.0323
60 0.0734  MSE 40935.9395, SSIM 0.0394
70 0.0308  MSE 38998.4580, SSIM 0.0788
80 0.0137  MSE 37159.0898, SSIM 0.1584
90 0.0063  MSE 34640.7275, SSIM 0.2565
100 0.0031  MSE 33191.0283, SSIM 0.3424
110 0.0015  MSE 30306.4775, SSIM 0.4153
120 0.0008  MSE 28600.3076, SSIM 0.4633
130 0.0005  MSE 26736.8428, SSIM 0.4912
140 0.0003  MSE 24637.6084, SSIM 0.5259
150 0.0002  MSE 22239.5273, SSIM 0.5627
160 0.0001  MSE 19809.0713, SSIM 0.5887
170 0.0001  MSE 18410.6953, SSIM 0.6108
180 0.0000  MSE 14703.2402, SSIM 0.6396
190 0.0000  MSE 12916.5479, SSIM 0.6569
0 574.3126  MSE 42625.8213, SSIM 0.0093
10 484.7710  MSE 42790.1709, SSIM 0.0021
20 472.1015  MSE 43882.6221, SSIM -0.0065
30 458.8194  MSE 42419.9541, SSIM 0.0097
40 448.4920  MSE 41473.8135, SSIM 0.0023
50 532.4550  MSE 41610.3486, SSIM 0.0145
60 532.4550  MSE 41610.3486, SSIM 0.0145
70 532.4550  MSE 41610.3486, SSIM 0.0145
80 532.4550  MSE 41610.3486, SSIM 0.0145
90 532.4550  MSE 41610.3486, SSIM 0.0145
100 532.4550  MSE 41610.3486, SSIM 0.0145
110 532.4550  MSE 41610.3486, SSIM 0.0145
120 532.4550  MSE 41610.3486, SSIM 0.0145
130 532.4550  MSE 41610.3486, SSIM 0.0145
140 532.4550  MSE 41610.3486, SSIM 0.0145
150 532.4550  MSE 41610.3486, SSIM 0.0145
160 532.4550  MSE 41610.3486, SSIM 0.0145
170 532.4550  MSE 41610.3486, SSIM 0.0145
180 532.4550  MSE 41610.3486, SSIM 0.0145
190 532.4550  MSE 41610.3486, SSIM 0.0145
0 96.2383  MSE 22740.3721, SSIM 0.0094
10 12.5252  MSE 22227.2930, SSIM 0.0213
20 7.4594  MSE 22675.3350, SSIM -0.0105
30 4.9279  MSE 22677.5479, SSIM -0.0062
40 3.1622  MSE 21834.2051, SSIM 0.0250
50 2.2726  MSE 22163.0898, SSIM 0.0155
60 1.7351  MSE 23183.6475, SSIM 0.0035
70 1.4783  MSE 21602.7607, SSIM 0.0302
80 1.3225  MSE 21189.8799, SSIM 0.0162
90 1.2483  MSE 20531.8936, SSIM 0.0464
100 1.2064  MSE 20685.7695, SSIM 0.0336
110 1.1810  MSE 20039.9629, SSIM 0.0477
120 1.1657  MSE 19256.6904, SSIM 0.0567
130 1.1555  MSE 19078.4531, SSIM 0.0570
140 1.1493  MSE 19342.1309, SSIM 0.0491
150 1.1431  MSE 19964.2363, SSIM 0.0467
160 1.1388  MSE 19881.0898, SSIM 0.0527
170 1.1362  MSE 19778.5127, SSIM 0.0597
180 1.1345  MSE 19592.1982, SSIM 0.0612
190 1.1331  MSE 19644.3340, SSIM 0.0529
0 269.2635  MSE 21780.2627, SSIM 0.0187
10 168.0654  MSE 22606.6865, SSIM 0.0119
20 160.0307  MSE 22937.8486, SSIM -0.0005
30 157.5425  MSE 23003.6562, SSIM 0.0026
40 155.8667  MSE 21925.2168, SSIM 0.0048
50 154.8980  MSE 22462.6416, SSIM 0.0050
60 153.7428  MSE 22804.5156, SSIM 0.0168
70 153.0165  MSE 23025.0283, SSIM 0.0128
80 152.4991  MSE 21861.5410, SSIM 0.0158
90 152.0760  MSE 22606.5186, SSIM 0.0079
100 151.5874  MSE 22065.8125, SSIM 0.0244
110 151.2500  MSE 22810.5283, SSIM -0.0161
120 150.9219  MSE 23501.7373, SSIM -0.0038
130 150.6415  MSE 22557.9395, SSIM 0.0137
140 150.3445  MSE 22603.3115, SSIM 0.0069
150 149.7960  MSE 22517.4775, SSIM 0.0047
160 149.5350  MSE 22387.3066, SSIM 0.0067
170 149.3222  MSE 22708.3779, SSIM 0.0115
180 149.1264  MSE 22173.3857, SSIM 0.0182
190 148.9812  MSE 22461.5967, SSIM 0.0146
0 33.8919  MSE 24236.2422, SSIM 0.0107
10 5.8664  MSE 22820.1826, SSIM 0.0189
20 2.8670  MSE 23713.6328, SSIM 0.0145
30 1.9030  MSE 24650.2578, SSIM 0.0241
40 1.4546  MSE 24485.5938, SSIM 0.0058
50 1.1108  MSE 23776.8574, SSIM 0.0150
60 0.8065  MSE 23766.1523, SSIM 0.0075
70 0.5902  MSE 23423.7764, SSIM 0.0108
80 0.4688  MSE 23554.1621, SSIM 0.0284
90 0.3884  MSE 24699.4717, SSIM -0.0168
100 0.3273  MSE 24388.6318, SSIM -0.0082
110 0.2853  MSE 23914.0850, SSIM 0.0044
120 0.2529  MSE 24007.4102, SSIM 0.0053
130 0.2312  MSE 24241.6025, SSIM 0.0160
140 0.2131  MSE 24645.7979, SSIM -0.0042
150 0.1995  MSE 23768.0322, SSIM 0.0063
160 0.1888  MSE 23846.9141, SSIM 0.0174
170 0.1791  MSE 23637.6758, SSIM 0.0227
180 0.1698  MSE 24455.5830, SSIM 0.0121
190 0.1638  MSE 24221.5791, SSIM 0.0187
0 504.9184  MSE 25382.1543, SSIM -0.0109
10 411.8913  MSE 23989.7559, SSIM 0.0062
20 680.2989  MSE 23887.4980, SSIM 0.0067
30 680.2989  MSE 23887.4980, SSIM 0.0067
40 680.2989  MSE 23887.4980, SSIM 0.0067
50 680.2989  MSE 23887.4980, SSIM 0.0067
60 680.2989  MSE 23887.4980, SSIM 0.0067
70 680.2989  MSE 23887.4980, SSIM 0.0067
80 680.2989  MSE 23887.4980, SSIM 0.0067
90 680.2989  MSE 23887.4980, SSIM 0.0067
100 680.2989  MSE 23887.4980, SSIM 0.0067
110 680.2989  MSE 23887.4980, SSIM 0.0067
120 680.2989  MSE 23887.4980, SSIM 0.0067
130 680.2989  MSE 23887.4980, SSIM 0.0067
140 680.2989  MSE 23887.4980, SSIM 0.0067
150 680.2989  MSE 23887.4980, SSIM 0.0067
160 680.2989  MSE 23887.4980, SSIM 0.0067
170 680.2989  MSE 23887.4980, SSIM 0.0067
180 680.2989  MSE 23887.4980, SSIM 0.0067
190 680.2989  MSE 23887.4980, SSIM 0.0067
0 409.5293  MSE 29781.0322, SSIM 0.0024
10 484.6054  MSE 26426.5312, SSIM 0.0247
20 484.6054  MSE 26426.5312, SSIM 0.0247
30 484.6054  MSE 26426.5312, SSIM 0.0247
40 484.6054  MSE 26426.5312, SSIM 0.0247
50 484.6054  MSE 26426.5312, SSIM 0.0247
60 484.6054  MSE 26426.5312, SSIM 0.0247
70 484.6054  MSE 26426.5312, SSIM 0.0247
80 484.6054  MSE 26426.5312, SSIM 0.0247
90 484.6054  MSE 26426.5312, SSIM 0.0247
100 484.6054  MSE 26426.5312, SSIM 0.0247
110 484.6054  MSE 26426.5312, SSIM 0.0247
120 484.6054  MSE 26426.5312, SSIM 0.0247
130 484.6054  MSE 26426.5312, SSIM 0.0247
140 484.6054  MSE 26426.5312, SSIM 0.0247
150 484.6054  MSE 26426.5312, SSIM 0.0247
160 484.6054  MSE 26426.5312, SSIM 0.0247
170 484.6054  MSE 26426.5312, SSIM 0.0247
180 484.6054  MSE 26426.5312, SSIM 0.0247
190 484.6054  MSE 26426.5312, SSIM 0.0247
